,audio_time,sampling_rate,feature_extraction,label,description
123,"[-1.5258789e-05  0.0000000e+00 -6.1035156e-05 ... -2.5939941e-04
 -2.1362305e-04 -2.8991699e-04]",22050,"[[-1.40059619e+01 -1.07559980e+01 -3.39479408e-01 ...  1.07801349e+00
  -4.85030075e-03  4.17083849e-01]
 [-1.40702239e+01 -1.08136033e+01  3.92549412e-01 ... -1.24286525e-01
  -1.00646943e+00 -3.78649073e-01]
 [-1.36906027e+01 -9.76497125e+00  1.91280370e+00 ...  3.96662248e-01
  -2.69171197e-01  1.82665726e-01]
 ...
 [-1.38527082e+01 -9.52541937e+00  2.32764808e+00 ... -2.12142902e-01
  -7.09316536e-01 -5.08681657e-01]
 [-1.39872434e+01 -9.90411943e+00  4.92607166e-01 ...  6.56413521e-02
   8.25000228e-01 -5.07764686e-01]
 [-1.39437586e+01 -1.02377222e+01  2.49381547e+00 ...  4.91252554e-01
   7.93816001e-01 -5.95020877e-01]]",6,กล้วยหอม
124,"[-2.4414062e-04 -2.5939941e-04 -2.2888184e-04 ... -1.5258789e-05
  3.0517578e-05 -9.1552734e-05]",22050,"[[-1.38637111e+01 -1.07415130e+01  6.00045035e-01 ...  1.93905867e-01
   4.25822082e-01 -5.15589858e-01]
 [-1.39037886e+01 -1.06242266e+01 -7.30973759e-02 ... -9.43629464e-03
   4.85957915e-01  9.88928211e-01]
 [-1.40077538e+01 -1.02769335e+01  1.80749625e+00 ... -7.04107478e-01
   2.33034465e-01  3.25282969e-01]
 ...
 [-1.40173123e+01 -9.28317137e+00  7.88665896e-01 ... -8.08191646e-01
  -6.42933751e-01  2.42084898e-01]
 [-1.41017762e+01 -9.09800386e+00  4.41954769e-01 ...  1.54204809e-01
  -1.04619440e+00  1.45799153e-01]
 [-1.38668522e+01 -1.00158655e+01 -4.28957886e-01 ... -1.22381561e-01
  -1.16542791e+00 -3.60380019e-01]]",6,กล้วยหอม
125,"[-1.5258789e-05  1.5258789e-05 -3.0517578e-05 ... -2.8991699e-04
 -2.1362305e-04 -2.4414062e-04]",22050,"[[-14.12288113 -10.95059281   0.97686271 ...   0.49217457   0.34088431
   -0.05019052]
 [-14.11379602  -9.62746991   0.21255178 ...   0.24206347  -0.06352908
    0.38969144]
 [-13.92619822 -10.01491346   0.63765108 ...   0.56860149   0.16698956
    0.88838576]
 ...
 [-13.88985055 -10.06471987   1.71858234 ...  -0.04553182   0.56104329
    0.2155702 ]
 [-13.91005964  -9.9623868    0.48677683 ...  -0.25541588   0.18511057
   -0.4361701 ]
 [-14.12800464  -9.83469368   0.32731246 ...  -0.55609649   0.30823429
    0.35858905]]",6,กล้วยหอม
126,"[-7.6293945e-05 -4.5776367e-05  3.0517578e-05 ...  7.6293945e-05
 -6.1035156e-05  6.1035156e-05]",22050,"[[-14.04041156 -11.06895228   1.22187769 ...   0.93302936  -0.16496144
   -0.74541497]
 [-14.08022325  -8.98549086   2.57789582 ...   0.78909937  -0.45601253
   -0.56361876]
 [-14.0201975  -10.73091954   1.28362998 ...  -0.51086271   0.30244766
   -0.65094939]
 ...
 [-13.85698165  -9.23548195   3.46159547 ...  -0.93671629  -0.53304959
   -1.76394365]
 [-13.74220499 -10.06707663   0.41514228 ...  -0.44393403   0.32063751
   -1.21756748]
 [-14.0577461   -9.77239422   0.72629718 ...   0.39912101   0.33271834
    0.3109395 ]]",6,กล้วยหอม
127,"[-0.00024414 -0.0002594  -0.00022888 ... -0.00015259 -0.00032043
 -0.00021362]",22050,"[[-13.79728658  -9.25097096  -0.39056394 ...  -0.52053434   0.96655002
   -0.72000807]
 [-14.06186799  -9.30907201  -0.4100428  ...  -0.39221136   0.44088362
   -0.32230603]
 [-14.03891195  -9.27322612  -0.71579953 ...  -0.52714475  -1.11004614
   -0.24287018]
 ...
 [-13.82057549  -9.92380503  -0.42191354 ...  -0.29019674  -0.86955311
   -0.35382135]
 [-14.06720392  -8.65561001   1.21605052 ...  -0.6621576    0.01721427
   -0.36784803]
 [-13.94803729  -8.03031141   1.9481835  ...  -0.62053913  -0.70881219
   -0.98589485]]",6,กล้วยหอม
128,"[-2.2888184e-04 -2.7465820e-04 -2.2888184e-04 ...  6.1035156e-05
 -4.5776367e-05 -1.5258789e-05]",22050,"[[-13.96516969 -10.14954419   0.95455644 ...   0.93555189   1.49449862
    1.50933373]
 [-13.61162194 -12.02566428  -1.36840526 ...   0.09177281   1.23129458
    0.7689372 ]
 [-13.55743017 -10.08901279   0.74997165 ...   0.37049341   0.67716765
    0.43761854]
 ...
 [-14.02025159  -9.39446315   0.4599204  ...  -0.46101648   0.75197726
    0.07345786]
 [-13.91359759 -10.1302433    0.92955019 ...  -0.50179286  -0.07078717
   -0.60976181]
 [-13.906458   -10.30155674   0.68177617 ...   0.22240347  -0.91384589
   -0.68719406]]",6,กล้วยหอม
129,"[ 1.5258789e-05 -4.5776367e-05  4.5776367e-05 ... -2.1362305e-04
 -2.5939941e-04 -2.8991699e-04]",22050,"[[-14.08179382  -8.23569646   0.99351852 ...  -0.49240984  -0.74346237
   -1.13267693]
 [-13.96526664  -9.74384834  -0.38763798 ...   0.62482272  -0.40734018
   -1.30903994]
 [-13.91064414  -9.72447637   0.03477006 ...   0.25594016  -1.51300474
   -2.21685003]
 ...
 [-13.96077244  -9.8663073    1.12777169 ...  -0.21253247   0.02050957
    0.5382156 ]
 [-14.12647933  -9.10646485   1.57160071 ...  -0.03454675   1.28382213
    0.31839261]
 [-13.93900243  -9.79541444   0.60735861 ...   0.52717864   0.09421533
   -1.26051435]]",6,กล้วยหอม
130,"[-0.00024414 -0.00024414 -0.00027466 ... -0.00012207 -0.00012207
 -0.00016785]",22050,"[[-13.66112636 -12.56462667  -1.68318161 ...   0.26350249   0.40467853
   -0.42302879]
 [-13.93075365 -12.46172661  -1.45719452 ...  -0.45984284   0.06281341
   -0.82470737]
 [-14.13974091 -11.099459    -2.47562746 ...  -0.05121697   1.49118342
    0.08991376]
 ...
 [-13.92823159  -9.00288031   0.23453967 ...  -0.03132294   0.44259852
    0.07814337]
 [-14.02190524 -10.24718273   0.0563357  ...  -0.35805303   0.15970293
    0.22840031]
 [-13.94788281  -9.54229422  -0.04000903 ...  -0.14485073  -0.17847228
   -1.22613434]]",6,กล้วยหอม
131,"[-1.8310547e-04 -1.0681152e-04 -1.3732910e-04 ... -7.6293945e-05
 -1.6784668e-04 -7.6293945e-05]",22050,"[[-1.41999570e+01 -9.06041893e+00  2.73219684e-01 ... -4.63555202e-01
   4.37821375e-01 -2.77955259e-01]
 [-1.40018623e+01 -9.51350522e+00  1.05192650e+00 ... -3.20685810e-01
  -1.20492944e-01 -6.00510146e-01]
 [-1.39826714e+01 -9.65242846e+00  1.71737409e+00 ... -7.40990653e-01
  -7.07937707e-01 -6.25099151e-01]
 ...
 [-1.39628041e+01 -8.36250742e+00  8.41059298e-01 ...  7.95444586e-04
  -8.86526497e-02  4.50991545e-01]
 [-1.40521248e+01 -8.52153224e+00  5.19342635e-01 ... -4.37873682e-01
   3.21819839e-01  1.37143238e-01]
 [-1.40287916e+01 -9.77313481e+00  2.10152441e+00 ... -5.23207110e-01
  -3.15056559e-02 -4.52619646e-01]]",6,กล้วยหอม
132,"[-7.6293945e-05 -1.8310547e-04 -2.2888184e-04 ... -2.8991699e-04
 -6.1035156e-05 -1.0681152e-04]",22050,"[[-1.38196231e+01 -1.04203147e+01 -1.19300798e-01 ... -8.30123445e-01
  -5.92377250e-01 -1.40655325e-01]
 [-1.37676040e+01 -1.11108400e+01 -1.16532117e+00 ...  1.12989778e-01
   3.28995892e-01  1.00815368e+00]
 [-1.35840233e+01 -1.04495331e+01  5.80871595e-01 ...  1.43191901e-01
   3.31957048e-02 -1.73245437e-02]
 ...
 [-1.36435272e+01 -1.03328111e+01  1.58373099e+00 ...  7.07357560e-01
  -1.04358235e+00 -1.44527560e+00]
 [-1.38385266e+01 -9.60714229e+00  1.11187260e+00 ... -2.27754875e-01
  -4.59595364e-01 -4.09212476e-01]
 [-1.40012405e+01 -9.10032944e+00  1.22829483e+00 ...  2.95806152e-01
   1.25033042e-03 -4.40159858e-01]]",6,กล้วยหอม
133,"[-2.4414062e-04 -2.5939941e-04 -2.2888184e-04 ...  1.5258789e-05
 -4.5776367e-05  3.0517578e-05]",22050,"[[-13.82276929 -10.65599249   2.14124673 ...  -0.20535333   0.44583288
    0.81858178]
 [-13.70099483 -10.63356567   1.8302959  ...  -1.20980367   0.03264765
    1.21778229]
 [-14.13440393  -9.85909098   1.38553193 ...  -0.91111873   0.27508763
    0.79631574]
 ...
 [-14.19498276  -9.4082229    0.73087826 ...   0.04281568  -0.14223008
    0.05757833]
 [-14.10278638  -8.15104582   2.60875926 ...  -0.47558267  -0.69001057
   -0.48724879]
 [-14.23748826  -9.08533694   2.63968084 ...  -0.79377075  -0.14924277
   -1.15832866]]",6,กล้วยหอม
134,"[-1.3732910e-04 -9.1552734e-05 -1.5258789e-04 ... -3.0517578e-04
 -2.1362305e-04 -2.4414062e-04]",22050,"[[-13.86539236  -9.25470452   2.26727812 ...  -0.40643024  -0.17629317
   -0.32323107]
 [-13.9615503   -9.2681806    1.34331357 ...  -0.44431605  -0.96707651
   -1.25765603]
 [-14.01025764  -9.97178554   0.54440212 ...  -1.1492267    0.07051244
   -0.03943269]
 ...
 [-13.66670027 -12.36972783   1.2729499  ...   0.57218932   1.46302965
    0.6962439 ]
 [-13.72129603 -12.06429412  -1.31265864 ...   1.12463323   1.5271725
    1.48323244]
 [-14.062537    -9.57216801   0.7061531  ...  -0.96188166  -0.17841875
   -0.54705102]]",6,กล้วยหอม
135,"[-1.5258789e-05 -1.5258789e-05  3.0517578e-05 ... -2.1362305e-04
 -2.4414062e-04 -3.0517578e-04]",22050,"[[-1.38573627e+01 -9.40084771e+00  1.50370015e-03 ... -5.10191756e-01
  -3.17560119e-01 -2.92276861e-02]
 [-1.38356066e+01 -9.46456123e+00  1.63961479e-01 ... -1.37577245e-02
  -5.46060412e-01 -2.97844727e-01]
 [-1.40444354e+01 -8.39199749e+00  2.98422187e+00 ...  4.62365777e-01
  -3.55655238e-01 -1.36103518e-01]
 ...
 [-1.41480541e+01 -1.13657898e+01  1.00702934e+00 ... -1.12617926e+00
  -2.41364421e+00 -1.33524591e+00]
 [-1.40356244e+01 -9.42112425e+00  3.08423505e+00 ... -8.01726890e-01
  -7.62230017e-01 -9.03980359e-01]
 [-1.40107691e+01 -8.10310140e+00  1.79957349e+00 ... -1.00183978e+00
  -1.73104597e-04 -7.29147737e-01]]",6,กล้วยหอม
136,"[ 0.0000000e+00  0.0000000e+00 -3.0517578e-05 ... -2.1362305e-04
 -3.2043457e-04 -2.1362305e-04]",22050,"[[-1.40485241e+01 -1.03811466e+01  2.71503275e+00 ... -1.23188823e+00
  -6.61135203e-01 -8.90680340e-02]
 [-1.39939848e+01 -9.98917623e+00  2.58393685e+00 ... -7.76728085e-01
   5.66738861e-01  1.03790631e+00]
 [-1.39539749e+01 -1.05837038e+01  1.83654925e+00 ... -5.77361492e-01
   1.38224322e-01  8.16767657e-01]
 ...
 [-1.41347481e+01 -9.40090081e+00  2.21867287e+00 ... -2.95821214e-01
  -4.51314586e-01  1.99896818e-02]
 [-1.38875686e+01 -9.83736874e+00 -6.02959492e-01 ...  1.50861954e+00
   3.61820557e-01 -1.33409630e-02]
 [-1.39041882e+01 -9.76869354e+00  9.36522965e-01 ...  9.81527729e-01
   4.81287064e-01 -3.14245254e-01]]",6,กล้วยหอม
137,"[-0.00022888 -0.00028992 -0.00019836 ... -0.00032043 -0.00019836
 -0.00032043]",22050,"[[-14.10229757  -9.75022906   0.4742126  ...   0.85462843  -0.360513
   -0.13188119]
 [-13.89378971  -9.73447349   0.52949829 ...   1.41361152  -0.62356498
   -0.93349161]
 [-13.96036402  -9.09761551   3.62828202 ...  -0.40223695  -1.14398247
   -1.4308494 ]
 ...
 [-13.93178735  -9.27677032  -0.27794738 ...   0.96328919   0.40812807
   -0.27401521]
 [-13.7681192   -9.29276329   0.10650358 ...   1.27033286   0.68554308
   -0.45067316]
 [-13.904197    -9.46251509   1.361      ...  -0.38488379   0.81853305
   -0.33622413]]",6,กล้วยหอม
138,"[-0.00083923 -0.00100708 -0.00088501 ... -0.00024414 -0.00021362
 -0.00010681]",22050,"[[-13.60542784 -10.88458461  -2.42319278 ...   2.4760028    3.49290582
   -0.06475715]
 [-13.83630718 -10.25383058  -0.11459602 ...   1.5168545    1.96280974
   -1.09341409]
 [-14.03349229 -11.21666567   0.38158336 ...   1.05684528   0.72780741
   -1.21391612]
 ...
 [-13.71886972 -10.04103333   0.97905538 ...   0.08593644  -0.16604606
   -0.43673455]
 [-14.02744501  -9.46435691  -1.07604755 ...  -0.15408571  -0.33383005
    0.34181174]
 [-13.89838474  -9.36680869  -0.36232516 ...  -0.9973717   -0.10956842
    0.75015031]]",6,กล้วยหอม
139,"[ 0.0000000e+00 -1.5258789e-05 -1.5258789e-05 ...  1.5258789e-05
  3.0517578e-05 -6.1035156e-05]",22050,"[[-13.99490076 -10.67341871   0.68693288 ...  -0.38361085  -0.7163351
   -1.33043776]
 [-13.97062459  -9.49368568   1.93895214 ...  -0.07533838   1.39953198
    1.00725194]
 [-13.84369582  -9.95980368   1.62256334 ...   0.50279505   0.16346683
    0.79309236]
 ...
 [-14.26009199  -8.77371996   0.70786431 ...   0.45879287   0.22930308
    1.05549598]
 [-14.13752478  -9.13161222  -0.71340842 ...  -0.56698908  -0.7913809
   -0.39515398]
 [-13.94611388  -8.28816926   1.16994566 ...  -0.1730472   -0.39977547
   -0.69938995]]",6,กล้วยหอม
140,"[-2.5939941e-04 -2.5939941e-04 -2.5939941e-04 ...  1.0681152e-04
 -9.1552734e-05  7.6293945e-05]",22050,"[[-13.96693857 -11.95296213  -1.00383758 ...   1.14449249   0.41924037
    0.50194347]
 [-13.89132976 -11.91792543  -0.60529432 ...   2.09066798   0.71581304
   -0.11422318]
 [-14.06165004  -9.96483036   0.34253932 ...   0.96033913   0.66111546
    0.96735762]
 ...
 [-13.88258994 -12.21963214   0.16745608 ...   1.40423384   0.98545009
    1.14146024]
 [-13.87457165 -10.86624654  -0.13989497 ...   0.90988748   0.67437629
    0.26406777]
 [-13.76859006 -11.44478452   0.45946915 ...   0.94420617   1.66204217
   -0.75928026]]",7,ข้าวโพด
141,"[-2.4414062e-04 -2.5939941e-04 -2.4414062e-04 ...  4.5776367e-05
  0.0000000e+00 -9.1552734e-05]",22050,"[[-14.2484969  -10.80767278   1.66112772 ...   0.86469718   0.24793896
    0.79899314]
 [-14.1049908  -12.42459486  -0.92464549 ...  -0.1897099   -0.038393
    0.66300608]
 [-14.05838339 -14.7265114   -2.40548653 ...  -1.6514248   -1.90607188
   -1.91841517]
 ...
 [-13.96666754 -13.76831112  -0.33400681 ...   1.65140248   0.88907435
    0.23502658]
 [-13.94656039 -12.78812418   1.39006882 ...   2.14849453   0.47285156
    0.40703068]
 [-13.92653531 -10.94553411   0.64552175 ...   0.94154773   1.37462824
    0.1024174 ]]",7,ข้าวโพด
142,"[-1.2207031e-04 -1.3732910e-04 -1.5258789e-04 ... -1.3732910e-04
 -1.5258789e-05 -7.6293945e-05]",22050,"[[-1.37996438e+01 -1.17308577e+01 -4.49124103e-01 ... -5.81181518e-01
  -6.20506331e-02  6.52729590e-01]
 [-1.37342505e+01 -1.20164553e+01 -5.26009643e-01 ... -1.05816442e+00
  -1.00548772e+00  9.57077509e-01]
 [-1.36277281e+01 -1.12764602e+01  6.62511449e-01 ...  4.61183755e-01
   1.13336895e+00  1.21653281e+00]
 ...
 [-1.38760477e+01 -1.03573950e+01 -3.99761339e-01 ...  1.22352865e+00
   5.53177018e-01  1.73581302e-01]
 [-1.41375960e+01 -1.19452255e+01  1.47428590e-01 ... -6.24615142e-01
  -3.25672716e-01  4.79733212e-02]
 [-1.39122548e+01 -1.14867397e+01  1.59720338e+00 ... -5.65290695e-03
   8.07504274e-01  4.94873547e-01]]",7,ข้าวโพด
143,"[-0.00016785 -0.00013733 -0.00016785 ... -0.00024414 -0.00021362
 -0.00010681]",22050,"[[-13.76093463 -11.90130129  -2.46731755 ...   0.45184039   0.83499342
    0.43023962]
 [-13.56329695 -12.54949061  -1.89389785 ...   1.08693568   0.08129711
    1.33110869]
 [-13.76704235 -12.22673302  -1.12017387 ...   2.1148809    0.45374449
    0.28617527]
 ...
 [-14.01712031 -12.56549186   0.59992469 ...   0.06289997   0.2713448
   -0.9715646 ]
 [-14.18075824 -11.59084491   1.77348686 ...   0.75513342   1.21100048
    0.07896189]
 [-13.89437925 -11.22020539   1.67312789 ...   1.11205613   0.1280176
    0.25645529]]",7,ข้าวโพด
144,"[-1.5258789e-05 -1.5258789e-05 -1.5258789e-05 ... -1.5258789e-05
  0.0000000e+00 -1.6784668e-04]",22050,"[[-1.41575881e+01 -9.26239998e+00  1.72853484e+00 ... -1.17723817e+00
  -9.80841118e-03 -1.76809156e+00]
 [-1.40446806e+01 -1.01622073e+01  2.53183474e+00 ...  4.68055219e-01
   1.34269074e+00 -6.20444349e-01]
 [-1.42618243e+01 -1.03845255e+01  3.19502261e+00 ...  1.77383583e-01
   8.25821167e-01 -2.98461576e-01]
 ...
 [-1.43421990e+01 -8.49755309e+00  1.79623824e+00 ...  6.86145315e-01
   2.00371169e+00 -9.03134484e-02]
 [-1.43883418e+01 -9.35994473e+00  1.00773597e+00 ...  1.58325775e+00
   1.37223496e+00 -7.45575660e-02]
 [-1.40099508e+01 -9.25329096e+00  1.10207144e+00 ...  9.36326360e-01
   2.37213607e-01 -6.52636639e-01]]",7,ข้าวโพด
145,"[-0.00010681 -0.00016785 -0.00015259 ... -0.00012207 -0.00010681
 -0.00030518]",22050,"[[-14.14631984 -10.42459084   2.76476735 ...   1.57459744   1.47615031
   -0.24465543]
 [-14.10126996 -10.85511644   3.56174427 ...   0.83991919   0.93195029
   -1.13514312]
 [-14.18905141  -9.33863408   4.17830372 ...   0.32092355   0.59514199
   -0.08569987]
 ...
 [-13.78319976 -13.10631899  -1.58393134 ...   0.96339809   0.77692838
    1.23362202]
 [-13.69384208 -12.06555545  -1.61549822 ...   0.43207085   1.25905859
    0.5515052 ]
 [-13.70898142 -12.2940673   -1.66181701 ...   1.07060295   0.73901243
    1.12758598]]",7,ข้าวโพด
146,"[-7.6293945e-05  3.0517578e-05 -7.6293945e-05 ... -1.8310547e-04
 -2.7465820e-04 -2.5939941e-04]",22050,"[[-13.56807139 -12.46661822  -1.40701885 ...   0.05678833  -0.32627589
   -0.83701396]
 [-13.72820066 -14.13831536  -1.28661676 ...  -0.10176759  -0.1104947
   -0.04682619]
 [-13.79789638 -12.65377935  -2.00873598 ...   0.28302833  -0.65470072
    0.12340318]
 ...
 [-14.03190734 -12.19289449   0.67815572 ...   1.44236123   0.23709127
    0.86639036]
 [-14.17209941 -10.84001122   1.39308678 ...   0.26625546   0.15559472
   -0.41982933]
 [-14.22840535 -11.93853698   1.31782821 ...  -0.08417414  -0.38810065
   -1.55187077]]",7,ข้าวโพด
147,"[ 0.0000000e+00 -1.5258789e-05  0.0000000e+00 ... -5.0354004e-04
 -4.7302246e-04 -4.7302246e-04]",22050,"[[-1.39454763e+01 -9.91615903e+00  4.53980728e-02 ...  1.26893169e+00
   1.21062467e+00  7.77798696e-01]
 [-1.40601313e+01 -1.04180308e+01  1.88214001e+00 ...  6.08424525e-02
  -1.07353431e-02 -3.15172841e-01]
 [-1.40624281e+01 -1.01282451e+01  1.88359677e+00 ...  3.02735066e-01
   3.81200993e-01  1.32478618e-01]
 ...
 [-1.39169391e+01 -1.23414129e+01  3.57841159e+00 ...  2.63529012e-01
   1.27136045e+00 -3.75841626e-01]
 [-1.38565157e+01 -1.23112161e+01  1.48161820e+00 ...  5.16255130e-02
  -1.02177023e+00 -1.07132464e+00]
 [-1.41668295e+01 -1.09217677e+01  2.92711845e+00 ... -4.28684895e-01
  -9.12905799e-01 -6.82493720e-01]]",7,ข้าวโพด
148,"[-7.6293945e-05 -7.6293945e-05 -7.6293945e-05 ... -2.4414062e-04
 -2.2888184e-04 -2.7465820e-04]",22050,"[[-13.93446527 -11.82321706   0.45745965 ...   1.44320845   1.2130003
    0.83394506]
 [-14.21508639 -10.36354466   0.77787088 ...   1.21687101   1.19474829
    0.50559102]
 [-14.07954276 -10.47490216   0.56843358 ...  -0.09571413  -0.53408894
    0.09299341]
 ...
 [-13.72167095 -11.19501936   2.40715111 ...  -1.72805369  -0.28966857
   -0.41150432]
 [-14.19429722 -12.85401571   1.134325   ...  -0.89628728   1.11279363
    1.03913935]
 [-13.98033459 -13.52926356   0.59501508 ...   0.57520943   1.81804618
    1.27361107]]",7,ข้าวโพด
149,"[-2.4414062e-04 -2.5939941e-04 -2.2888184e-04 ... -2.1362305e-04
 -7.6293945e-05 -1.3732910e-04]",22050,"[[-14.16207481 -11.46080411   1.64070559 ...   1.29919041   1.03251914
    0.06429723]
 [-13.88394412 -10.18694526  -0.84006032 ...   1.68004933   0.58644881
   -0.11986168]
 [-13.90701284 -12.59899602  -1.15850929 ...   1.26986181  -0.54587844
   -1.43615178]
 ...
 [-14.12722631 -10.80674926   2.61629408 ...  -0.11009851  -0.49985738
    0.62706784]
 [-14.09890855 -10.12239906   2.82135119 ...  -0.40404585   0.24972464
   -0.10429003]
 [-14.25546409 -11.60524253   2.21346844 ...  -0.39155417   0.03901057
    0.19332003]]",7,ข้าวโพด
150,"[-1.2207031e-04 -9.1552734e-05  0.0000000e+00 ... -1.9836426e-04
 -1.5258789e-05 -2.4414062e-04]",22050,"[[-14.02375474 -11.33844182   3.09409004 ...   1.18535709   1.23922641
   -0.17329463]
 [-14.07754131 -10.85321546   0.28099477 ...   1.78412753   0.76175373
   -0.79779891]
 [-14.16149828 -10.52625019   1.01739563 ...   1.40522741   0.4944008
   -0.92132906]
 ...
 [-14.13433654 -10.49897397   1.45693924 ...  -0.03267041  -0.57536074
   -0.68410103]
 [-14.0473495   -9.87614356   2.88936854 ...  -0.60408706  -0.17933913
   -0.76172935]
 [-13.83081942 -10.42698873   1.10350644 ...   0.1850418   -0.18466329
    0.87348714]]",7,ข้าวโพด
151,"[ 0.0000000e+00 -1.2207031e-04 -9.1552734e-05 ... -7.6293945e-05
  9.1552734e-05 -7.6293945e-05]",22050,"[[-13.78834624 -11.75668901   0.0684294  ...   1.1418639    0.77204222
    0.759719  ]
 [-13.61224697 -12.19660697  -0.23603028 ...   0.75328082   0.6964482
    0.93492381]
 [-13.74777953 -13.11214603   2.12621755 ...   0.11249998  -0.07575038
    0.13735255]
 ...
 [-13.76417717 -11.35025421   0.10999265 ...  -0.29816066  -1.1565517
    0.91308964]
 [-13.57570388 -12.42672401  -0.76907205 ...  -0.0555291   -0.63921897
    0.32093311]
 [-13.75402027 -11.13295329  -0.06150114 ...   0.76181291   0.06793187
    0.91851859]]",7,ข้าวโพด
152,"[-2.4414062e-04 -2.7465820e-04 -1.8310547e-04 ... -2.2888184e-04
 -7.6293945e-05 -3.0517578e-05]",22050,"[[-13.95185164 -12.67265362  -0.14330921 ...  -0.05438691   0.22259258
   -0.95734993]
 [-13.96011122 -10.19849711   0.84434852 ...  -0.70537861   0.16469767
    0.98408004]
 [-13.78440352 -10.43107702   0.98438083 ...  -0.19394973  -0.76303582
   -0.13924497]
 ...
 [-13.74327167 -12.70577489  -0.24224394 ...   0.58772438   0.11692253
   -0.14674332]
 [-13.80542378 -11.58649113  -0.81638433 ...  -0.2095837    1.32115804
   -0.27820733]
 [-13.92273101 -11.61200383   0.65289787 ...  -0.36557275   0.33516376
   -0.5821076 ]]",7,ข้าวโพด
